hotel_url,text,rating
Hotel_Review-g303503-d1735469-Reviews-Pousada_Rumo_dos_Ventos-Paraty_State_of_Rio_de_Janeiro.html,"We stayed at the pousada for four days. The rooms are large and clean, the breakfast is wonderful and the staff is friendly and helpful.They offered a late checkout when rquested with no issues. Location is quiet but 2 minutes away from historic center by car (next door to the bambu bamboo pousada). We will be back again.",5
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,"I had a wonderful time for a couple of nights. Cozy bedrooms and tasty breakfast. The location is very good for visiting places such as Montalcino, Montepulciano, Bagno Vignoni, San Galgano. Highly recommended :)",5
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,"Agriturismo La Grancia is a room rentals structure in Spedaletto in the same compound of Agriturismo Spedaletto which is a complex including a 1300 Castle just a separate management. The Grancia rooms are those in the building on the left as soon as you enter the complex, and includes rooms on the ground floor and 1st floor, a common kitchenette where you can make your own coffee or tea and store your stuff in the Frigidaire (but you cannot cook), a common area with a large table and chairs and WiFi is free and worked perfectly. The room was on the ground floor, it was large and comfortable with window opening on a private seating area outside. Cotto stone floors and high ceiling with wooden beams. No safebox in our room so keep note of it. TIP: You are in the countryside, it is normal to find some bugs here and there, the outside premises is full of plants and flowers therefore there are mosquitoes and bees so if you get bitten I suggest to bring mosquitoes repellants it will be very helpful. The breakfast is served in a lovely large room on a long table in a different structure you walk to. Homemade cakes made by the lovely owner Cinzia who makes also nice fresh eggs taken from her own chickens. She will prepare your cappuccino and eggs and you will also enjoy local cured meats,tomatoes, toasted bread cheese and more. To makes it clear for other guests this is not an Hotel but more of a room rental, Cinzia will go over and beyond to accommodate you but keep in mind you have to be organized because you are in the middle of nowhere so plan accordingly. Also, you will need a car to get to this area, no way around without . There is a small restaurant open at lunch only in the compound . The whole complex is very cute there is a lot of green, a bio lake where you can bathe in but has to follow the rules because it is a natural pond with plants and you have to shower before getting in and not use sunscreen or lotions you may compromise the waters and the plants. There is plenty of space to walk, lounge chairs and little cute gazebos to relax. Cinzia the owner and her daughter Alice are exquisite women very friendly and open minded. The structure has also an adjacent mill where you can buy homemade products. The major attractions are close by: Pienza is very close as well as Bagno Vignoni and San Quirico D’Orcia and you can also reach Montalcino and other small famous towns. Thank you Cinzia !",5
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,"Dear Alicia, we enjoyed our stay so much at La Grancia. Your Mother is so amazing at running the breakfast buffet, the food was so delicious. Your Nonna’s baking also was incredible. The Castle & grounds were kept meticulously. We stayed in the Molino building & our room was on top floor. It was big & beautifully done & with a Gorgeous view. We got to relaxed at local hot springs and enjoyed exploring nearby Monteriggioni, Monticchiello & Montepulciano. Just the perfect location! Than you so much,,,",5
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,"We spent 3 days in may in this wonderful place - very quet with amazing views and plants! In a morning you can hear birds, very tasty breakfast from the owner of the castel. We spent here only late evenings, nights and early mornings and it was like in a paradise! Very recommend for travellers with a car.",5
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,"We made a brief stop to visit the 12th century Castello La Grancia di Spedletto, in Pienza, currently an agriturismo with a small olive oil and pasta making operation. This castle, built along the Francigena or pilgrim road, was built by priest Ugolino da Rocchione as a fortified farm and a place to host pilgrims on their journey. It sits in a quiet rural setting with scenic views of the beautiful Orcia Valley. You can book rooms with breakfast included in this lovely restored castle! Wish we had been able to. If we return we surely will!",4
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,Recently spent 2 nights here and used it as a base to visit many small hill towns and served the purpose very well. Lovely accomodation in a very unusual setting. Full marks to the lovely owners for renovating parts for the purpose of tourism and providing such an experience. Great breakfast spread in a basement room which got us fuelled up for hectic days of driving. Stay here for the experience and very reasonable tariff,5
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,"We totally enjoyed our granary cozy room with lovely linens and Frette towels. Cynthia was sweet and kind and spoiled us. Breakfast was simply amazing, tomatoes from the garden, local Tuscan cheeses and meats. And beautiful cakes, fruit, yogurt, eggs and great cappuccinos and tea. Access to a kitchen made it even more pleasant. Excellent location for visiting Tuscany. Easy access to the main roads and Pienza, Montalcino, San Quirico, and Montepulciano.",5
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,"I must start from the fact that it is a real castle. Out of discussion – real castle standing in the fields not far from Pienza. If you plan to explore Val d’Orcia I can strongly recommend you to choose this location. Of course highway is +/- 40 minutes away from this place but it is a perfect spot to enjoy the countryside for couple of days Montalcino and Montepulciano are really close to Spedaletto. Environment is nice, owners take care of area and you clearly see it at first sight. It is necessary to say a few words about bio-lake located on the territory – is a kind of pool (merely cold one) but without chemicals and more close to nature. There are some sunbeds, sun chairs and umbrellas near this bio-lake and you could enjoy some hours of sunny morning with the book relaxing with the view to hills and field nearby. The room is big enough, with comfy bed and renovated bathroom so you can feel like in a normal hotel inside the ancient castle with long history. This feeling is really amazing and impressive, I am glad to have this experience and could recommend it to all friends. The minor point is that the owner does not speak a word in English as I would like to discuss something but it is impossible. NO word at all, get ready to explain something with your hands and feet. There is one speaking person, the daughter of the owner but she is not always available and so normally you’d better speak Italian, this would help. Breakfast room is on the ground floor and you can’t reach it from inside so must pass the street but it is not a big deal. The choice of food for breakfast is not wide, I would expect to see more local and farm products but reality is different. Even cakes are not home-made, strange for such a place but nothing to do with it – may be this could be a point to improve in future. There is no restaurant for lunch and dinner and so you would have to drive to some village nearby to go to the restaurant – not always convenient, especially for wine tasting region… I was worried about the wi-fi signal quality because of thick castle walls but in fact it was not a problem, you have good connection in the room but practically no connection in the breakfast room (may be this was done on purpose – so that gest leave the breakfast faster ;-) ). Parking is available free of charge. I can recommend this hotel for everyone visiting Tuscany and hope to come back one day.",4
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,"This eco-friendly agriturismo is simply astonishing: you stay in a real old castle with modern amenities. Cinzia, the owner, is extremely helpful and active in making you very comfortable since your arrival. Breakfast is rich and served in the grand room by the unstoppable Cinzia. You will find yourself surrounded by beautiful gardens where you can take a stroll or sit at the outside tables among roses and geraniums drinking local wine produced by the property's owner. You can also take a sun bath (and immerse yourself in) at the ""bio-lake"" pool. One important note: do NOT confuse this amazing place with the neighbor's agriturismo (which uses in a misleading way the word 'castel' in its title, but you do not get a room in the castle and with no bio-lake pool and other facilities). Make sure that you make the reservation at La Grancia castel of Spedaletto. I will definitely be back here soon.",5
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,"Great agriturismo, in a fabulous setting. Castle rooms are lovely but maybe could do with slightly fewer frilly cushions :-). Excellent location for the Val d'Orcia, Montepulciano, Montalcino etc. Bio-pool is great for an afternoon swim. Lovely breakfast, and would have given 5 out of 5 if there had been the opportunity to eat evening meals at the property, rather than having to drive (admittedly a very short distance) to nearby restaurants.",4
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,"Such a lovely experience staying in this family run castle. It was a little hard to find, but then it was a perfect place to see Pienza and go wine tasting in Moltacino. Beautful, relaxing and a great value.",5
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,"A great landscape and warm accomodation. For a short stay or a long vacation under the Sun of Tuscany. Cinzia is a very nice host and the super breakfasts with her great cakes are a sweet way to start your days. Strongly suggested for those one loving peace, relax and the Tuscany landscapes.",5
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,"Doesn't matter if you stay inside the castle or in the rooms nearby, the atmosphere is great. The gardens and the bio lake are beautiful and ensure perfect relax! Breakfast choice is plentiful and very tasty, especially with home made pastries. Very kind host as well! Well recommended!",5
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,"Found this place as a last minute opportunity from booking.com and it turned out great. Stayed in the main building in a room named Panorama which shared common space with three other rooms. Rooms just large enough, nice bathroom, great view of the countryside. Too cold to use many outside amenities but one can see the outdoors will be great with warmer weather. Breakfast was good with variety and typically Tuscan. There is an out-building which, while very nice, didn’t have that “in the castle” feel. We would try to only stay in the castle rooms. Part of the beautiful Val d'Orcia on the way from Pienza to Bagno Vignoni and Montalcino.",4
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,"We spend two nights at this wonderful castle. The first night we arrived late and was given a very nice room in an outbuilding which also has a private kitchen and large sitting area to be shared with two other rooms. We asked to be moved to the actual castle the next day and they obliged. The whole place is so romantic with fantastic views over the countryside and beautiful gardens and landscape throughout. Breakfast is plentiful and served by the friendly hostesses who although can't speak too much English tried their best to make us feel welcome. We thoroughly enjoyed our stay and would absolutely love to return one day. When we checked out, the lovely hostess gave us a bottle of wine to take with us to our next destination! How very sweet.",5
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,"From the moment I saw the castle from the road, I knew I would have a special time in this agriturismo. It all started with some phone calls in which I talked with the owner about the time of my arrival for the check-in, communication was no problem and everything was easy to set up. I sent previously an email but I got no answer: I don't think they check emails that often. The castle is bigger than I expected, definitely imposing with its two towers. It dates back to at least 1236AD, a History lover like me could not miss a stay in a place like this! There are only seven rooms so it never felt crowded. My room, ""Torretta"", had a big communal space with cool old furniture with other two rooms: it's possible to prepare tea there. The room itself was spacious too: it had a corridor, a big bathroom with shower (rather new), a very comfortable bed, two couches and a small table: everything was deliciously set up. It felt VERY romantic! The gardens around the castle are lovely: there are roses all around, leading to the bio pool; around it some recliners where to relax. Beyond the gardens, only the cultivated fields for which Val d'Orcia is famous, with the Monte Amiata in the background: beautiful, stunning landscape! Quality of sleep is excellent: there is hardly any sound coming from the outside (if you don't take into account the call coming from the chicken coop in the morning!), the bed isn't noisy at all (I hate squeaky beds) and the two pillows given are of different kind, one softer and the other a bit thicker: great to have a choice on that too! Wifi is present and free of charge: not extremely fast, but reliable. The room felt hot the first day, but opening the windows was enough. A/C was present but to cool down such a big room take some time. Even if I was a bit prepared as I saw the pictures, in the morning I had the best moment of the stay: the breakfast! In many travels and many places I've been, I never had a bigger and more delicious breakfast: ham and cheese, cereals, juice, yogurts, milk, different fruits, one of the best cappuccinos I've ever had (prepared by the owner herself) and on top of all, fresh home made cakes made by the mother of the owner, absolutely delicious! Can't think of a better way to start the day! The price is extremely good for what's offered, I'd say it is a bargain. It's a unique experience, I really felt like a king. It's particularly indicated for couples, but anybody can have a great time at Agriturismo Il Castello La Grancia. I can only highly reccomend the place, I will come back here for sure!",5
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,"This agriturismo is very nicely decorated and the gardens are perfectly kept. It's next to a castle along the Via Franchigena (ancient pilgrims route to Rome). It's only 10 minutes from Pienza and very conveniently located to visit the Val d'Orcia. Breakfast is fine, although fruit is missing. There's plenty of freshly baked cakes though... Wi-Fi is slow, but that's a good reason to enjoy the landscapes around instead of watching a phone or iPad ;-)",4
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,"After 5 years we could return to one of our favorite places(we went there the first time in 2002, time by time we return as soon as we have the opportunity). Nothing can replace the opportunity to sleep in a castle room, it's the most romantic experience a couple can have. All the sleeping rooms are connected by a dining room(completely furnished) available for guests in case they decide to prepare lunch or dinner by themselves. The location is fantastic, completed now by the new bio-lake that provide a totally different experience compared to a standard pool. Nearby the are many cultivated fields, at 5 minutes by car there is Pienza, one of the most beautiful villages in Italy, within 20 minutes by car many other famous places (Montalcino, Montepulciano, bagno Vignoni etc.). In order to enjoy the location and the opportunities of visiting good places is absolutely needed the car. The breakfast was fabulous, with a wide choice of handmade cakes, local cold cuts, vegetables and fruits from their garden (tomatoes were exceptional), when I have breakfast there I always jump the lunch... Cinzia is always kind and ready to satisfy all customer requests, obviously this is a family managed farmhouse, so the guests must accept to wait a little if everyone is busy... In short the location is fabulous, with many chances of visiting nearby places, the farmhouse is nice, clean, and , considering that is in special location(is not so easy to find a room in a castle), not expensive at all. I hope to have the opportunity to return to this place earlier than 5 years from now,",5
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,"I never realized how exciting a castle could be for 2 adults until we arrived at the hotel. We explored the grounds like little children. It was beautiful! The service was great. The lady who received us could not speak any English but was so friendly and tried to make our stay as pleasant as possible. It was very clean and comfortable. We appreciated the use of a kettle which is not standard issue in Italy. Nothing is broken or not working. One can see that great care is taken by the owners to keep everything functioning as well as pleasing to look at. We were left alone all the time to enjoy the accommodation and especially the stunning pool area which totally blew us away. I have never experienced a real bog garden pool. The water was crystal clear with even a special floor covering for entry into the pool so that you don't have to experience the slippery sides. After a hot day in the car, a quick dip in the pool was very much appreciated. The gardens looked amazing! The wifi worked well. Breakfast was good. Parking was spacious. It was a close drive to Pienza for an evening stroll through the quaint streets. We were surprised when we finished our meal at Sette Di Vino, that it was already 8.50pm. We were able to drive back to the Castle in beautiful light enjoying the scenery and even still taking photographs. This is definitely the prettiest part of Tuscany that we saw. What I call 'The 2 Famous Zig Zag Roads' are both within 15 minutes drive of this lovely establishment. Of course, I googled long and hard beforehand to find them and mark them on my GPS. Please note that there are road closures in the immediate area (I think the SP18 and another one nearby too), and this caused us a few trips backtracking and eventually asking for directions at a nearby local shop. Lovely, friendly and helpful people all over Italy. We regret that we were not able to spend more than one night here, so if ever back in the area, we will be sure to book here again.",5
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,"Located about 5 km from Bagno Vignoni, this place is ideal if you have your own transportation. The place is really nice with a 12th century castle, a well-maintained garden and a very inviting little lake (biolago). We were given a nice, clean and comfortable room in the more modern annex, but it was also full of atmosphere. Adequate breakfast, friendly welcome, free parking and wifi. We had a great time.",5
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,"When traveling to Tuscany in winter, please know it can be frigid! Dress warmly and make sure ahead of time that the heating in your hotel works. The Castello is beautiful, clean and well maintained. Breakfast is excellent. Unfortunately our room was very cold. Upon entering the room I immediately asked if there was heat and I was told yes, and was pointed to look at the radiator. Unfortunately it was on whisper strength. We spent a very chilly night.",3
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,"My wife and I chose this castle (ask for Cinzia, she 's great) for a weekend in the val d'Orcia area of Tuscany. It turned out to be a wonderful find; an idyllic castle in the setting of Tuscan countryside. The setting was romantic. The room was spacious and beautifully decorated. The breakfast was abundant. Everybody we met there was raving about it.",5
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,"Beautiful property with very nice and accommodating staff. A little difficult to get oriented since none of the staff spoke any English and there was no written info on the property, its history, procedures etc .",4
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,"This lovely farm holiday, located in a castle a stone's throw away from the thermal baths of Bagno Vignoni and Pienza, is a perfect place to relax and recharge. The owner Cinzia is very welcoming and helpful and provides a wonderful homemade breakfast every morning (the best feature of the breakfast is the ""nutella cake""!). The accomodations are cleaned, comfortable and the view is unforgettable. Absolutely recommended!",5
Hotel_Review-g644280-d1821178-Reviews-Agriturismi_Il_Castello_La_Grancia-Pienza_Tuscany.html,"We have just come back to Sweden after a week in La grancia da Spedaletto. I have to say that the castel is magical, the rums were very beutiful and clean, and Cintia the owner with her family were very friendly and welcomming. The castel is located very near Pienza and with very good conections, we drove around and went hiking in the surrender areas. I recomend this pace to everyone. We had a great time. The only thing that I recomend is to see the map before u go there, my swedish gps couldnt find the addres.. it only took us to Pienza.. later we had to get a map, it was easy to get there but the gps system couldnt get the address, maybe becouse there is but concecction there or becouse it is a asmall road, ethier way... check it out before you get there. We recomend the hotell and the area :) Alejandra & Jacob",5
Hotel_Review-g262047-d272455-Reviews-El_Mosaico_del_Sol-Lampedusa_Islands_of_Sicily_Sicily.html,"My daughter & I stayed here for just a few days but Renato and his staff treat us as family! Renato met us and picked us up from the nearby airport. He explained the layout of the town so we could get around. But first, he needed to take us to the “Guardia Medica,” a type of First Med medical care facility because my kid had just gotten sick (throat infection) before our flight to Lampedusa. After taking us there, he brought us to the pharmacy for us to fill the prescription for some anti-inflammatory medication they gave her, and offered to take my payment for the medical visit to the post office for processing. All this before stepping into his hotel, which is charming & beautiful. It’s spacious, comfortable, and he lent us a scooter to buzz around the island on. I hope there’s no need to explain the tranquility of the island and it’s fantastic beaches, or the fresh food, especially fish, or anything else. Just don’t make the mistake I did and spend more time here than you’re planning if you’re looking for a relaxing location. And stay by Renato’s little oasis in Lampedusa!",5
Hotel_Review-g262047-d272455-Reviews-El_Mosaico_del_Sol-Lampedusa_Islands_of_Sicily_Sicily.html,"Our stay in Lampedusa was easily the highlight of our week long Sicily trip. El Mosaico del Sol is like an oasis of paradise, perfectly located 5 mins drive from the airport and 5 mins walk from the Via di Roma, the main street of Lampedusa town. Renato will pick-up and drop-off at the airport, show you around town, provide rental scooter, recommend restaurants and anything else you may need - ALL included in the price of the room. The hotel itself if wonderful, very bright, clean and cheerful with excellent rooms, pool and rooftop area which is excellent for relaxing with a book, catching the sun or even drying a swimsuit. Fantastic buffet breakfast as well. I also recommend the boat trip which is great fun - relaxing and with an amazing fresh Italian full course lunch served on board! Renato was a truly fantastic host with perfect English and deep knowledge of all things Lampedusa. There are very few non-Italian tourists on Lampedusa (part of its charm for foreigners!) and El Mosaico is THE place to stay if you're Italian is a little rusty. HIGHLY recommended, we will definitely be back!!",5
Hotel_Review-g262047-d272455-Reviews-El_Mosaico_del_Sol-Lampedusa_Islands_of_Sicily_Sicily.html,"Renato will welcome you in the fantastic world of El Mosaico del Sol, where no detail is left to chance and customers are treated like kings. When evaluating to stay at El Mosaico Del Sol, please consider that most of your needs will be taken care by the Staff, small but meaningful little things like having bottles of water to drink each day, scooters to move around the island, a great breakfast and all useful info you might need. Thanks Renato, Nadia, Ajad and all the rest of the staff. (e scusate se scrivo in inglese - ho scritto tutte le mie recensioni su tripadvisor cosi' e non volevo smettere!)",5
