id,rating,avg_sentiment,min_sentiment,max_sentiment,node2vec_0,node2vec_1,node2vec_2,node2vec_3,node2vec_4
80,4,0.07224,0,0.3612,0.459570915,0.9447577,0.992761016,-0.278094649,-0.669862866
81,5,0.113333333,0,0.34,0.062357239,0.874672472,0.258425444,-0.239451706,-0.374143958
82,4,0.133966667,0,0.4019,0.407403141,1.032098293,0.44573769,-0.038832288,-0.257559538
86,5,0,0,0,0.390619695,0.944086313,0.522761762,0.056097083,-0.163858905
87,5,0.0367,0,0.4404,0.272569627,0.921073198,1.118686914,-0.119353734,-0.396280438
88,1,0,0,0,0.243786782,0.904316366,0.657561541,0.013624241,-0.087764472
89,4,0.376933333,0,0.6369,0.566471338,0.87083745,0.558079958,-0.350812793,-0.186315298
92,4,0.31845,0,0.6369,0.44466126,1.219222784,0.441107154,-0.462385952,0.201125637
95,5,0.3612,0.3612,0.3612,0.659921288,0.82275331,0.632358909,-0.545976281,-0.31094721
96,5,0.50615,0.4404,0.5719,0.082479246,0.696506321,0.86534971,-0.126984939,-0.404740542
97,5,0.2514,0,0.4939,0.250754565,0.804720163,0.38292104,-0.303165227,-0.303735286
100,1,0.20095,0,0.4019,0.342301071,1.656903148,0.554346204,-0.641133487,-0.401591748
101,5,-0.3818,-0.3818,-0.3818,0.322465539,1.199089646,0.536292434,-0.073898137,-0.940992117
102,5,0.1774,0,0.7096,0.395481557,0.725658596,0.845437586,-0.330312192,-0.508861899
103,5,0,0,0,0.203116804,0.536585927,0.2641761,-0.034313921,0.068079434
105,5,0.095011111,0,0.4939,0.465455294,0.792780101,0.976265132,0.169388011,-0.581243515
106,5,0.123475,0,0.4939,0.564294755,0.874218166,0.713251948,-0.138899639,-0.024039414
107,4,0.148,0,0.296,0.10269589,0.988294482,0.585793674,-0.306270421,-0.644516408
108,3,0.1204,0,0.3612,0.3881872,0.75705725,0.654598355,-0.185561255,-0.297108978
109,5,0,0,0,0.482839644,0.847853303,0.671168745,0.074309394,0.040713508
110,2,0,0,0,0.318870246,0.861918151,0.636303902,-0.252943903,-0.093304396
111,4,0,0,0,0.45105198,0.608594239,0.688792765,-0.386382937,-0.327019066
112,3,0.012866667,0,0.0772,0.547225952,1.140065312,0.476653397,-0.359964132,-0.242421761
114,5,-0.113333333,-0.34,0,0.287435323,1.095408201,0.875716031,0.156142339,-0.20268856
115,5,0,0,0,0.388338149,0.730741203,0.590221405,-0.317207843,-0.184589386
117,5,0.19756,0,0.4939,0.352903932,0.32979238,0.5342623,-0.366167992,-0.434209228
118,4,0.164633333,0,0.4939,0.278854638,1.000792265,0.710389733,-0.045256551,-0.187865853
120,2,0.025733333,0,0.0772,0.411901057,1.155179381,0.870218217,-0.345073164,-0.679638624
121,1,0.133966667,0,0.4019,0.350802422,0.425774693,0.762023509,-0.37361747,0.0116763
122,4,0,0,0,0.246121541,0.737022877,0.557901144,-0.18708612,-0.215824202
124,5,0.04515,0,0.3612,0.570804834,1.080508351,0.574162066,-0.201723412,-0.383764952
125,5,0,0,0,0.541452348,0.53048861,0.743537009,-0.053567383,-0.591671586
127,5,0,0,0,0.243192405,0.803947449,0.634555876,-0.251967967,-0.148364738
128,5,0,0,0,0.675697863,1.179911494,0.069843486,-0.18669413,-0.736244261
131,1,-0.053033333,-0.3182,0,0.304805428,0.421055049,0.480938017,-0.081244826,-0.155378699
133,5,0,0,0,0.377511412,0.864871562,0.798201144,-0.124577105,-0.163417414
134,5,0.1204,0,0.3612,0.343754023,0.517450511,0.364378661,-0.449301124,-0.086269714
135,5,0.1204,0,0.3612,0.295336604,0.560396492,0.406954706,-0.441033751,-0.201522663
138,3,0,0,0,0.229846448,1.053928137,0.350987494,-0.292900205,-0.697256207
139,2,-0.125,-0.25,0,0.168463022,0.381677836,0.262129158,-0.038503118,-0.119308315
141,5,0.113333333,0,0.34,0.176040143,1.370501161,0.2697016,-0.443630308,-0.405002713
142,5,0.1204,0,0.3612,0.191414565,0.703707457,0.282539815,-0.066804007,0.117885336
143,5,0,0,0,0.228271231,0.891089499,0.523515105,-0.932669878,-0.447204232
145,5,0.3612,0.3612,0.3612,0.279120564,0.510336697,0.423362792,-0.223861545,-0.237224445
146,4,0,0,0,0.575211406,0.868018568,0.746812582,-0.063034691,-0.573353946
147,5,0,0,0,0.174074039,1.066378474,0.238600865,-0.16616255,-0.171146005
149,3,0.4019,0.4019,0.4019,0.150180325,0.508624911,0.361207008,-0.178168997,-0.055065781
152,5,0.0163,-0.296,0.3612,0.194895446,0.918349564,0.333484501,-0.445489317,-0.009233297
154,4,0.0903,0,0.3612,0.127616063,0.964172482,0.636241734,-0.372415274,-0.360431761
156,5,0.159225,0,0.6369,0.078863814,0.10085392,0.056349326,-0.035723582,-0.02697902
157,3,0.046942857,0,0.3612,0.122557677,0.572693229,0.610044539,-0.731490433,-0.523568213
158,4,0.329266667,0,0.4939,0.639896572,0.79238385,0.742398202,-0.095938869,-0.651685834
159,5,0,0,0,0.314596713,0.699546635,0.639538825,-0.003936603,-0.036032062
160,4,-0.098666667,-0.296,0,0.268003017,0.50680989,0.489011407,-0.26836592,-0.189924166
161,2,0,0,0,0.254692614,0.43638584,0.293926328,-0.34668386,-0.236251995
162,4,0,0,0,0.140304849,0.5413872,0.200486302,-0.335547298,-0.24473688
163,4,0,0,0,0.402004749,0.740480125,0.403032243,-0.140203565,-0.210227892
164,5,0.4939,0.4939,0.4939,0.151585296,0.517008364,0.335328281,-0.09088739,-0.13590309
165,5,0.3293,-0.1531,0.6369,0.338030398,0.866552293,0.659674823,-0.430781364,-0.342739552
166,5,-0.0222375,-0.1779,0,0.186614513,0.571024001,0.145613834,-0.166508734,-0.080600813
167,5,0.192714286,0,0.4939,0.492531031,0.93749392,0.515378296,-0.305510879,-0.219811499
168,4,0,0,0,0.244281679,0.465759248,0.225792393,-0.045159195,-0.332747936
169,4,0,0,0,0.263091296,1.066467285,0.84743166,-0.093607813,-0.559608221
170,3,0.0973,0,0.4939,0.487995148,0.833870471,0.954280436,-0.54255718,-0.287080973
171,5,0,0,0,0.228450775,0.59684062,0.373406976,-0.097320765,-0.223291233
172,4,-0.1027,-0.1027,-0.1027,0.156958282,0.897475481,0.61303246,-0.422226548,-0.436178803
173,5,0.228366667,0,0.4588,0.383267462,1.106345534,0.146413445,-0.490141839,-0.02862376
174,2,-0.01142,-0.3818,0.4939,0.153282225,0.322523773,0.208709359,-0.103628859,-0.126273066
176,4,0.26335,0,0.5267,0.483325243,0.68393755,0.83199209,-0.310970664,-0.220240474
177,5,-0.0085,-0.1027,0.0772,0.297459692,0.585732639,0.286187708,-0.169663936,-0.144889519
178,5,0,0,0,0.102957353,0.173288405,0.255788624,-0.169868231,0.002332235
179,5,0.07824,-0.1027,0.4939,0.315259367,0.878641009,0.60077858,-0.042893354,-0.117542334
180,5,0,0,0,0.050652228,0.130301669,0.110681258,-0.097972967,-0.129016146
181,5,0,0,0,0.342198849,0.825376213,0.436622173,-0.374686211,-0.562751949
183,3,0.1032,0,0.3612,0.521169662,0.600530922,0.945020974,-0.494308323,-0.393755853
184,5,0.402933333,0,0.6369,0.375981182,0.855252087,0.472922266,-0.5482108,-0.331487477
186,3,0.072155556,-0.4019,0.5574,-0.067687437,1.078129292,0.574366689,-0.411837876,-0.398824245
187,1,0.2294,0,0.4588,0.183007702,0.543714941,0.293785691,-0.452915192,-0.105242498
191,4,0.0516,0,0.3612,0.32008633,1.222537637,0.962238729,-0.088564247,-0.345738232
192,4,0,0,0,0.107626863,0.273265511,0.180734172,-0.167444378,-0.11786367
193,4,0,0,0,0.023548823,0.557335377,0.44187367,-0.319752961,-0.571077943
195,2,0.101642857,-0.0516,0.4019,0.760247529,1.094770908,0.333936125,-0.23477003,-0.404163331
196,5,0,0,0,0.266624302,0.517052054,0.366922289,-0.152143985,-0.038397003
197,4,0,0,0,0.168420345,0.318586856,0.240031794,0.011773761,-0.096845359
198,5,0.1806,0,0.3612,0.307802141,0.760002434,0.432085097,-0.199011147,-0.20158273
199,3,0.2408,0,0.3612,0.338055551,0.693149269,0.817012131,-0.360943139,-0.534823358
201,5,-0.0172,-0.0516,0,0.201834396,0.896219075,0.698629498,-0.269003272,0.01109105
202,4,0,0,0,0.08293172,0.759697258,0.432215601,-0.641746283,-0.496258855
203,5,0.14448,0,0.3612,0.13725622,0.43183583,0.398776233,-0.058838367,-0.168787375
204,5,0.102866667,0,0.3612,0.304133564,0.717599213,0.62687093,-0.143178061,-0.253161848
205,5,0.376933333,0,0.6369,0.353091151,1.400295854,0.748314023,-0.385788828,-0.549122274
206,2,0,0,0,0.492311299,0.745037436,0.545838296,0.144357428,-0.956459761
207,4,-0.130066667,-0.4404,0,0.183376268,1.059530139,0.565656781,-0.421098351,-0.255085379
208,5,0.078973684,0,0.4019,0.306384206,0.452477574,0.4331415,0.020544838,-0.126581401
209,3,0,0,0,0.227062181,0.629942715,0.555054843,0.027740298,0.048220146
211,5,0,0,0,0.408550143,0.870506585,0.341452867,-0.268275201,-0.519317806
212,2,0,0,0,0.294418216,0.795964539,0.445414811,-0.339154899,-0.314638287
213,5,0.221725,0,0.6369,0.294404536,0.862583816,0.450808465,-0.157081291,-0.127188191
214,5,0.1806,0,0.3612,0.510431707,0.535869658,0.77597791,-0.656950414,0.007446792
215,4,0,0,0,0.295306355,0.383125037,0.440030396,-0.406458199,-0.475189924
216,3,-0.04019,-0.4019,0,0.24016571,0.998452544,0.605032563,0.001655099,-0.128454834
219,5,0,0,0,0.390313685,0.857176423,0.390000612,-0.218401074,-0.482062638
220,4,0,0,0,0.278934389,0.755169451,0.549484015,-0.116723374,-0.289173812
221,4,0.123475,0,0.4939,0.553965688,1.115313649,0.420300514,-0.348339289,-0.465494633
223,3,0.0136,-0.1027,0.4019,0.095364206,0.657068729,0.544529855,-0.236308753,-0.247761726
224,3,0,0,0,1.039086461,0.722828567,1.229251504,-0.432647407,-0.379930079
225,4,0,0,0,0.419233859,0.34867093,0.63179189,-0.40025723,0.002377622
226,5,0.10686,-0.0516,0.5859,0.252916366,0.405673027,0.314923108,-0.136136487,-0.240538254
227,5,0.1143,0,0.6486,0.234114051,0.637267053,0.435796499,0.018302588,-0.091926254
229,4,0.01544,0,0.0772,0.256812364,0.492630363,0.395518214,-0.22281763,-0.266972929
230,4,-0.025633333,-0.128,0,0.605957329,0.521805108,0.737276673,-0.213855654,-0.355508655
232,5,0,0,0,0.067576244,0.722349048,0.256739795,-0.46886012,-0.074182227
233,4,0,0,0,0.165201843,1.124731541,0.644663453,-0.104623169,-0.103297137
234,5,0,0,0,0.431082904,0.948206127,0.892085671,-0.486399293,-0.506808937
235,5,0.083333333,0,0.25,0.263752401,0.535984218,0.422080964,-0.128082633,-0.217693046
236,4,0.00645,0,0.0258,0.239525124,0.689549506,0.584108412,-0.107074581,-0.195336297
237,3,0,0,0,0.395220906,0.472126335,0.401479542,-0.011881941,-0.287620425
238,4,0.1806,0,0.3612,0.262365818,0.610349834,0.364079058,-0.072474077,-0.133098289
240,5,-0.0028,-0.4215,0.4019,0.192374691,0.460659564,0.379475623,-0.186120927,-0.131121427
241,4,0,0,0,0.219618201,0.545083225,0.411575407,-0.140261397,-0.441905677
242,5,0.162816667,0,0.6369,0.389739633,1.079038978,0.610579371,-0.009258348,-0.364975721
243,5,0,0,0,0.234650582,0.679789662,0.359383076,-0.30307579,-0.081433482
244,5,0.1468,0,0.4404,0.035340581,0.173524722,0.223893031,-0.075134665,-0.145398065
245,3,0.148,0,0.296,0.435061216,0.860725403,0.616541624,-0.03931791,-0.283986509
246,3,0,0,0,0.830032051,1.068909168,0.714513183,-0.398535937,-0.471145719
247,5,0,0,0,0.310465693,1.54449141,0.924553633,-0.369882822,0.003670146
248,5,0.2671,-0.1027,0.6369,0.228133589,1.111314178,0.175280809,-0.317932963,-0.522422254
249,5,0.09878,0,0.4939,0.673621118,0.83779639,0.588877618,-0.139185682,-0.406606823
250,3,0,0,0,0.039010521,0.034449797,0.014093771,0.0278842,0.069429994
251,5,0.1204,0,0.3612,0.093342356,0.547494411,0.384025723,-0.487619579,-0.534517288
252,2,0,0,0,0.332406759,0.695396841,0.459797561,-0.231533021,-0.375266045
253,5,0,0,0,0.251335949,0.573553741,0.300458193,-0.240996599,-0.0915775
254,3,0,0,0,0.470268995,1.081899166,0.623841643,-0.067694157,-0.098114744
255,5,0,-0.4019,0.4019,0.196824357,0.74185288,0.616652727,-0.143874869,-0.270526826
256,2,-0.0258,-0.0516,0,0.47254777,0.864908278,0.775242329,-0.369333863,-0.394390345
257,5,0.0903,0,0.3612,0.236006454,0.510445058,0.461380243,-0.244266525,-0.087735817
258,2,0.1468,0,0.4404,0.338953942,0.780999482,0.634262562,-0.053258061,-0.288505793
259,3,0,0,0,0.442465276,0.531461239,0.481664211,-0.256937236,-0.205857411
260,4,0,0,0,0.514784515,0.904433668,0.750886023,-0.37644875,-0.359628916
261,5,0,0,0,0.2057769,0.60979861,0.486194462,-0.324540704,-0.262614846
262,1,0.01238,-0.34,0.4019,0.340392679,0.57780087,0.370507151,-0.321194857,-0.097106144
263,5,0.347425,0,0.4939,0.74783802,1.278373361,0.738332808,-0.29672718,-0.325175911
265,5,0,0,0,0.333868206,0.686472595,0.418303728,-0.013182929,-0.039543621
266,4,0.1548,0,0.3612,0.297690034,0.61876601,0.765450537,0.010003688,-0.264199764
267,3,0,0,0,0.254406512,0.586869776,0.61048454,-0.154475644,-0.20067963
268,5,0,0,0,0.378682226,1.205489159,0.58456403,-0.113861889,-0.528499424
270,4,0.24695,0,0.4939,0.181436479,1.232364655,0.417174906,-0.233191371,-0.401188821
271,4,-0.053033333,-0.3182,0,0.983385623,0.920295715,0.134856701,-0.174048647,-0.782887995
274,3,0,0,0,0.185136586,0.828307748,1.008654356,-1.071300864,-0.597066164
275,5,0,0,0,0.303908259,0.817620695,0.10712745,-0.313154906,-0.370972395
276,5,0,0,0,0.110869274,0.192432329,0.1879327,-0.16090095,-0.033513978
278,5,0.1204,0,0.3612,0.21863541,0.862379253,0.734382212,-0.112543777,-0.431097507
279,1,-0.308633333,-0.5859,0,0.233726993,0.491374195,0.395489842,-0.117340833,-0.03584408
280,4,0,0,0,0.098036259,0.487972319,0.361767262,-0.291805863,-0.150290623
281,5,0.31845,0,0.6369,0.215507314,1.30508244,0.632276297,-0.105000749,-0.132377431
282,2,-0.5106,-0.5106,-0.5106,0.170821249,0.533329487,0.475370318,-0.189997315,0.052357469
283,5,-0.049333333,-0.296,0,0.300720602,0.723197699,0.450215876,-0.086407185,-0.35470587
284,2,0.13355,-0.1027,0.6369,0.326739609,0.638405859,0.30609107,-0.287217647,-0.229345784
285,5,0.070766667,0,0.6369,0.390864283,1.113068104,0.967050254,-0.522076786,-0.126217321
286,4,0.082316667,0,0.4939,0.184974551,1.254751205,0.718851745,-0.155993372,-0.598544061
288,5,0,0,0,0.316334546,0.291943073,0.334257543,-0.169877067,-0.280838668
289,5,0.3612,0.3612,0.3612,0.210122049,0.401407838,0.381593198,-0.123611979,-0.269786716
290,5,0,0,0,0.34525609,0.691397488,0.89613986,-0.226673484,0.049189851
293,3,0.050575,0,0.2023,0.178659678,0.429475248,0.264423162,0.009940712,-0.217803508
295,5,0,0,0,0.313066572,0.666346014,0.453648329,-0.178427503,-0.185487762
297,5,0,0,0,0.490119338,0.436668485,0.364827663,-0.226554573,-0.728455663
298,5,0,0,0,0.42765975,1.222915411,0.71974504,-0.189650252,-0.238356099
299,5,0.100475,0,0.4019,0.20573175,0.433880687,0.251266539,-0.297922462,-0.164050043
300,4,0,0,0,0.39363569,1.327537298,0.76147145,-0.352559239,-0.973379731
301,4,-0.09862,-0.34,0,0.340358198,1.075091243,0.567916691,-0.685976923,0.174679726
303,5,0.2053,-0.2263,0.6369,0.148292407,0.867425382,0.436055601,-0.098562613,-0.50196588
304,5,0.1204,0,0.3612,0.173499942,0.587968171,0.1645533,-0.079832137,-0.232091948
306,5,0,0,0,-0.115712173,1.836599231,0.305126399,-0.674999774,-0.11239738
308,5,0,0,0,0.518113673,0.774202287,0.51892823,-0.36415574,-0.248892128
310,3,0.4939,0.4939,0.4939,0.11575032,1.518421412,0.696983457,0.079335563,-0.353444785
311,5,-0.133966667,-0.4019,0,0.302058101,0.828798771,0.473841846,-0.225020424,0.003349431
313,5,0.04515,0,0.3612,0.155243829,0.604054928,0.518069208,-0.096201628,-0.19592388
314,5,0.011,-0.2732,0.3612,0.194033146,0.476163149,0.457049221,-0.268019766,-0.312654227
316,5,0.3612,0.3612,0.3612,0.619371295,0.791775703,1.116817594,-0.228802338,-0.734271526
317,4,0.3612,0.3612,0.3612,0.09604916,0.602562606,0.69398433,-0.140232489,0.101646125
318,1,0.4019,0.4019,0.4019,0.488286257,0.753617644,0.68211776,-0.388230473,0.069280818
319,1,-0.021871429,-0.1531,0,0.398387581,0.642023206,0.481796741,-0.526498258,-0.233400375
320,5,0,0,0,0.231755525,0.34027341,0.258379638,-0.135004714,-0.118289247
321,4,-0.06494,-0.4019,0.0772,0.489579082,0.749878645,0.518806279,-0.139736369,-0.198753133
322,5,0,0,0,0.525563061,0.777663529,1.397886157,-0.228636354,-0.364405423
323,5,0.2294,0,0.4588,0.430357844,0.821560919,0.440063059,-0.232535973,-0.352593124
324,5,0.079325,0,0.5574,0.259884119,0.716522396,0.718443871,-0.166625217,-0.23210445
325,4,-0.08038,-0.4019,0,0.254621863,0.604567409,0.792314172,-0.675347328,-0.501245022
327,5,0.0593,0,0.1779,0.423247695,0.874884486,0.689556003,0.078258514,-0.132551432
328,5,0,0,0,0.08433371,0.103683896,0.098983519,-0.077493519,-0.075513072
329,5,0.2186,-0.4215,0.6369,0.021706678,0.121001154,-0.011134979,0.076110505,0.02838161
330,5,0,0,0,0.572900891,0.970708191,0.712895155,-0.593988717,-0.049510539
333,5,0,0,0,0.292650431,0.440132737,0.319121212,-0.223339379,-0.149125695
334,4,0.2294,0,0.4588,0.260556161,0.836412847,0.440877914,-0.585231125,-0.121153995
335,5,0.17102,0,0.4939,0.33748126,0.698670089,0.550958931,-0.407816947,-0.289771289
337,4,0,0,0,0.139548585,1.07409811,0.294264585,-0.440877944,-0.193240508
338,5,0.3612,0.3612,0.3612,0.134591445,0.423215181,0.494085222,-0.083674237,-0.243845373
339,3,0,0,0,0.484789342,1.017973065,0.524643183,-0.674802482,-0.376198381
340,4,0.2202,0,0.4404,0.327076554,0.497192025,0.403047502,-0.241468251,-0.186045378
342,5,0.238033333,0,0.6369,0.523902297,1.105264068,0.364432365,-0.213745117,-0.574109077
344,5,0,0,0,0.46187216,0.788018346,0.587961495,-0.258354157,-0.451479971
345,5,0.045244444,-0.0516,0.4588,0.246268988,0.397996455,0.261393309,-0.163973406,-0.280514449
346,5,0,0,0,0.498979926,0.835807204,0.61454469,-0.618949533,-0.410594612
347,4,0,0,0,0.327293813,0.401529968,0.414548934,-0.184020177,-0.150341064
349,4,0,0,0,0.12156491,1.002056837,0.401466846,-0.049189832,-0.267929345
350,4,0.1806,0,0.3612,0.290273666,0.624178588,0.597677827,-0.167760476,-0.150761709
352,5,0.1806,0,0.3612,0.625659525,0.553725481,0.413139224,-0.310845405,-0.174388885
355,4,-0.133966667,-0.4019,0,0.477695227,1.07247889,0.446912438,-0.213759348,-0.450654626
357,5,0.127971429,0,0.4939,0.141486451,0.381369978,0.291425228,-0.047316518,-0.137102276
358,4,0,0,0,0.244491562,0.568328559,0.296394438,-0.135386288,-0.169365183
359,5,0,0,0,0.742935658,1.145944715,0.704892814,-0.246882021,-0.086917326
360,4,0,0,0,0.091768868,0.68856442,0.557477295,-0.416796923,-0.259301722
361,5,0,0,0,0.275764734,1.175193429,0.834845245,-0.0159932,-0.585045338
363,3,-0.17,-0.34,0,0.195486426,0.556294024,0.227740929,-0.178857043,-0.300735652
364,5,0.123475,0,0.4939,0.33576107,0.929279864,0.678977728,-0.170468926,-0.369534284
366,4,-0.2732,-0.2732,-0.2732,0.215468913,0.418319792,0.307434827,-0.227491453,-0.10981942
367,5,0,0,0,0.212209001,0.588687599,0.343931049,-0.101570465,-0.158563852
368,5,0.1852125,0,0.4939,0.226011842,0.620313466,0.423098862,-0.256543994,-0.322315305
369,5,0.2123,0,0.6369,0.675167382,0.653288305,0.932615042,-0.566781759,0.127746567
370,5,-0.0086,-0.0516,0,0.537027299,0.934691727,0.531156421,-0.275966704,-0.534978032
371,5,0,0,0,0.222104952,0.575223923,0.394114584,-0.092007667,-0.187174678
372,5,0,0,0,0.130818561,0.306047797,0.288230121,-0.162948117,-0.050098211
374,5,0,0,0,0.40945226,0.932789207,0.787623167,-0.022372203,0.102392197
375,4,0,0,0,0.933170676,1.078453183,0.637364924,-0.536397815,-0.463983417
377,3,0.0662375,0,0.4019,0.467565387,1.026186585,0.621223927,-0.495510191,-0.414768785
378,4,0.023,-0.4019,0.4939,0.265341699,0.934172273,0.43747893,-0.200807273,-0.337240338
379,5,0.296,0.296,0.296,0.168958232,0.60327369,0.454864204,-0.214164272,-0.141206101
380,4,0.09974,0,0.4215,0.230884492,0.758108497,0.400773555,-0.072277464,-0.086826228
381,5,0.477675,0,0.6369,0.282847852,0.62849623,0.557216585,-0.09138643,-0.232630223
382,2,0.164633333,0,0.4939,0.125249058,0.327216983,0.234090805,-0.063293599,-0.19187367
383,1,-0.0085,-0.1027,0.0772,0.324705005,0.747891068,0.414346993,-0.580489695,-0.351413637
384,2,0,0,0,0.20904246,0.812609136,0.640101671,-0.026413586,0.199471518
